Date,Player,Runs,NotOut,Minutes,BallsFaced,Fours,Sixes,StrikeRate,Innings,Participation,Opposition,Ground
13-02-1997,SS Karim,3,FALSE,19,10,0,0,30,2,B,South Africa,Durban
26-04-1997,M Azharuddin,3,FALSE,16,12,0,0,25,1,B,West Indies,Port of Spain
18-07-1997,A Jadeja,3,FALSE,5,4,0,0,75,1,B,Sri Lanka,Colombo (RPS)
23-08-1997,A Kuruvilla,3,FALSE,11,9,0,0,33.33333333,1,B,Sri Lanka,Colombo (SSC)
13-09-1997,SS Karim,3,FALSE,3,5,0,0,60,1,B,Pakistan,Toronto
11-12-1997,NS Sidhu,3,FALSE,12,13,0,0,23.07692308,2,B,England,Sharjah
11-12-1997,M Azharuddin,3,FALSE,22,19,0,0,15.78947368,2,B,England,Sharjah
11-12-1997,J Srinath,3,FALSE,6,7,0,0,42.85714286,2,B,England,Sharjah
14-12-1997,SR Tendulkar,3,FALSE,4,4,0,0,75,1,B,Pakistan,Sharjah
07-04-1998,M Azharuddin,3,FALSE,12,8,0,0,37.5,2,B,Australia,Kanpur
28-05-1998,N Chopra,3,FALSE,8,5,0,0,60,2,B,Kenya,Gwalior
13-09-1998,JV Paranjpe,3,FALSE,6,6,0,0,50,2,B,Pakistan,Toronto
28-10-1998,RR Singh,3,FALSE,7,2,0,0,150,1,B,Australia,Dhaka
28-10-1998,SB Joshi,3,FALSE,15,7,0,0,42.85714286,1,B,Australia,Dhaka
06-11-1998,SR Tendulkar,3,FALSE,15,6,0,0,50,2,B,Sri Lanka,Sharjah
09-11-1998,RR Singh,3,FALSE,9,8,0,0,37.5,1,B,Sri Lanka,Sharjah
11-11-1998,R Dravid,3,FALSE,12,13,0,0,23.07692308,2,B,Zimbabwe,Sharjah
19-01-1999,RR Singh,3,FALSE,12,6,0,0,50,2,B,New Zealand,Christchurch
22-03-1999,M Azharuddin,3,FALSE,4,4,0,0,75,1,B,Sri Lanka,Nagpur
24-03-1999,R Dravid,3,FALSE,11,9,0,0,33.33333333,2,B,Pakistan,Jaipur
24-03-1999,J Srinath,3,FALSE,5,8,0,0,37.5,2,B,Pakistan,Jaipur
04-04-1999,AR Khurasiya,3,FALSE,5,4,0,0,75,2,B,Pakistan,Bengaluru
13-04-1999,A Jadeja,3,FALSE,11,6,0,0,50,2,B,Pakistan,Sharjah
16-04-1999,J Srinath,3,FALSE,10,8,0,0,37.5,1,B,Pakistan,Sharjah
04-06-1999,M Azharuddin,3,FALSE,11,9,0,0,33.33333333,2,B,Australia,The Oval
04-06-1999,A Kumble,3,FALSE,5,6,0,0,50,2,B,Australia,The Oval
25-08-1999,A Kumble,3,FALSE,16,15,0,0,20,1,B,Sri Lanka,Colombo (RPS)
28-08-1999,VG Kambli,3,FALSE,29,17,0,0,17.64705882,2,B,Australia,Colombo (SSC)
05-09-1999,AR Khurasiya,3,FALSE,11,11,0,0,27.27272727,2,B,West Indies,Singapore
29-09-1999,RR Singh,3,FALSE,NA,5,0,0,60,1,B,Kenya,Nairobi (Gym)
12-01-2000,SS Dighe,3,FALSE,36,25,0,0,12,2,B,Australia,Melbourne
28-01-2000,R Dravid,3,FALSE,26,14,0,0,21.42857143,2,B,Pakistan,Perth
30-01-2000,VVS Laxman,3,FALSE,34,22,0,0,13.63636364,1,B,Australia,Perth
30-01-2000,SR Tendulkar,3,FALSE,23,21,0,0,14.28571429,1,B,Australia,Perth
17-03-2000,R Dravid,3,FALSE,17,10,0,0,30,2,B,South Africa,Vadodara
19-03-2000,N Chopra,3,FALSE,15,8,0,0,37.5,2,B,South Africa,Nagpur
26-03-2000,SB Joshi,3,FALSE,12,8,0,0,37.5,2,B,Pakistan,Sharjah
01-06-2000,M Azharuddin,3,FALSE,12,11,0,0,27.27272727,2,B,Sri Lanka,Dhaka
07-10-2000,AB Agarkar,3,FALSE,9,9,0,0,33.33333333,1,B,Australia,Nairobi (Gym)
27-10-2000,SB Joshi,3,FALSE,NA,4,0,0,75,2,B,Sri Lanka,Sharjah
29-10-2000,SC Ganguly,3,FALSE,NA,13,0,0,23.07692308,2,B,Sri Lanka,Sharjah
29-10-2000,Yuvraj Singh,3,FALSE,NA,8,0,0,37.5,2,B,Sri Lanka,Sharjah
29-10-2000,VG Kambli,3,FALSE,NA,15,0,0,20,2,B,Sri Lanka,Sharjah
08-12-2000,V Dahiya,3,FALSE,9,6,0,0,50,1,B,Zimbabwe,Jodhpur
01-08-2001,SS Dighe,3,FALSE,4,3,0,0,100,1,B,Sri Lanka,Colombo (SSC)
17-10-2001,SR Tendulkar,3,FALSE,24,20,0,0,15,2,B,Kenya,Port Elizabeth
19-10-2001,Yuvraj Singh,3,FALSE,10,8,0,0,37.5,2,B,South Africa,East London
26-10-2001,Harbhajan Singh,3,FALSE,4,5,0,0,60,1,B,South Africa,Durban
22-01-2002,VVS Laxman,3,FALSE,10,6,0,0,50,2,B,England,Cuttack
13-03-2002,A Ratra,3,FALSE,12,12,0,0,25,1,B,Zimbabwe,Kochi
13-03-2002,AB Agarkar,3,FALSE,8,7,0,0,42.85714286,1,B,Zimbabwe,Kochi
13-03-2002,Sarandeep Singh,3,FALSE,12,17,0,0,17.64705882,1,B,Zimbabwe,Kochi
02-06-2002,AB Agarkar,3,FALSE,10,6,0,0,50,1,B,West Indies,Port of Spain
11-07-2002,A Nehra,3,FALSE,12,6,0,0,50,1,B,Sri Lanka,Bristol
14-09-2002,Yuvraj Singh,3,FALSE,7,7,0,0,42.85714286,1,B,Zimbabwe,Colombo (RPS)
24-11-2002,R Dravid,3,FALSE,NA,8,0,0,37.5,2,B,West Indies,Vijayawada
29-12-2002,J Srinath,3,FALSE,17,6,0,0,50,2,B,New Zealand,Napier
19-02-2003,Harbhajan Singh,3,FALSE,2,5,0,0,60,1,B,Zimbabwe,Harare
07-03-2003,V Sehwag,3,FALSE,8,8,0,0,37.5,2,B,Kenya,Cape Town
14-03-2003,SC Ganguly,3,FALSE,10,6,0,0,50,2,B,New Zealand,Centurion
11-04-2003,D Mongia,3,FALSE,13,8,0,0,37.5,1,B,Bangladesh,Dhaka
11-04-2003,Harbhajan Singh,3,FALSE,6,5,0,0,60,1,B,Bangladesh,Dhaka
15-11-2003,VVS Laxman,3,FALSE,10,4,0,0,75,1,B,New Zealand,Hyderabad (Deccan)
09-01-2004,SB Bangar,3,FALSE,5,5,0,0,60,2,B,Australia,Melbourne
09-01-2004,IK Pathan,3,FALSE,9,6,0,0,50,2,B,Australia,Melbourne
03-02-2004,SR Tendulkar,3,FALSE,16,8,0,0,37.5,2,B,Zimbabwe,Perth
06-02-2004,V Sehwag,3,FALSE,13,8,0,0,37.5,1,B,Australia,Melbourne
08-02-2004,SC Ganguly,3,FALSE,31,15,0,0,20,2,B,Australia,Sydney
13-03-2004,Yuvraj Singh,3,FALSE,11,9,0,0,33.33333333,1,B,Pakistan,Karachi
19-03-2004,VVS Laxman,3,FALSE,33,20,0,0,15,1,B,Pakistan,Peshawar
25-07-2004,M Kaif,3,FALSE,15,18,0,0,16.66666667,2,B,Pakistan,Colombo (RPS)
01-09-2004,IK Pathan,3,FALSE,16,14,0,0,21.42857143,1,B,England,Nottingham
19-09-2004,VVS Laxman,3,FALSE,12,9,0,0,33.33333333,1,B,Pakistan,Birmingham
23-12-2004,S Sriram,3,FALSE,8,5,0,0,60,1,B,Bangladesh,Chittagong
26-12-2004,M Kartik,3,FALSE,11,6,0,0,50,2,B,Bangladesh,Dhaka
02-04-2005,MS Dhoni,3,FALSE,8,7,0,0,42.85714286,1,B,Pakistan,Kochi
09-04-2005,A Nehra,3,FALSE,8,7,0,0,42.85714286,2,B,Pakistan,Jamshedpur
06-11-2005,Yuvraj Singh,3,FALSE,29,21,0,0,14.28571429,1,B,Sri Lanka,Ahmedabad
06-02-2006,AB Agarkar,3,FALSE,6,6,0,0,50,1,B,Pakistan,Peshawar
18-04-2006,MS Dhoni,3,FALSE,11,10,0,0,30,1,B,Pakistan,Abu Dhabi
18-04-2006,Harbhajan Singh,3,FALSE,9,3,0,0,100,1,B,Pakistan,Abu Dhabi
29-11-2006,S Sreesanth,3,FALSE,19,13,0,0,23.07692308,2,B,South Africa,Port Elizabeth
19-03-2007,RV Uthappa,3,FALSE,5,4,0,0,75,1,B,Bermuda,Port of Spain
21-08-2007,G Gambhir,3,FALSE,13,14,0,0,21.42857143,2,B,England,Southampton
02-10-2007,Z Khan,3,FALSE,16,14,0,0,21.42857143,2,B,Australia,Kochi
05-10-2007,IK Pathan,3,FALSE,7,4,0,0,75,2,B,Australia,Hyderabad (Deccan)
05-10-2007,Z Khan,3,FALSE,13,4,0,0,75,2,B,Australia,Hyderabad (Deccan)
15-11-2007,G Gambhir,3,FALSE,28,13,0,0,23.07692308,2,B,Pakistan,Gwalior
10-02-2008,Yuvraj Singh,3,FALSE,31,14,0,0,21.42857143,2,B,Australia,Melbourne
19-02-2008,Harbhajan Singh,3,FALSE,8,6,0,0,50,2,B,Sri Lanka,Adelaide
02-03-2008,G Gambhir,3,FALSE,9,4,0,0,75,2,B,Australia,Sydney
04-03-2008,Harbhajan Singh,3,FALSE,7,3,0,0,100,1,B,Australia,Brisbane
10-06-2008,YK Pathan,3,FALSE,23,12,0,0,25,1,B,Pakistan,Dhaka
06-07-2008,RG Sharma,3,FALSE,8,8,0,0,37.5,2,B,Sri Lanka,Karachi
29-08-2008,RG Sharma,3,FALSE,11,5,0,0,60,2,B,Sri Lanka,Colombo (RPS)
29-08-2008,Z Khan,3,FALSE,21,10,0,0,30,2,B,Sri Lanka,Colombo (RPS)
17-11-2008,RG Sharma,3,FALSE,16,13,0,0,23.07692308,1,B,England,Indore
08-02-2009,YK Pathan,3,FALSE,14,13,0,0,23.07692308,2,B,Sri Lanka,Colombo (RPS)
08-03-2009,V Sehwag,3,FALSE,15,6,0,0,50,1,B,New Zealand,Christchurch
14-03-2009,I Sharma,3,FALSE,7,7,0,0,42.85714286,1,B,New Zealand,Auckland
26-09-2009,MS Dhoni,3,FALSE,8,9,0,0,33.33333333,2,B,Pakistan,Centurion
03-06-2010,SK Raina,3,FALSE,8,5,0,0,60,1,B,Zimbabwe,Harare
22-08-2010,I Sharma,3,FALSE,NA,24,0,0,12.5,1,B,Sri Lanka,Dambulla
15-01-2011,Harbhajan Singh,3,FALSE,8,7,0,0,42.85714286,1,B,South Africa,Johannesburg
12-03-2011,Harbhajan Singh,3,FALSE,8,9,0,0,33.33333333,1,B,South Africa,Nagpur
20-03-2011,Harbhajan Singh,3,FALSE,16,6,0,0,50,1,B,West Indies,Chennai
08-06-2011,S Dhawan,3,FALSE,12,4,0,0,75,2,B,West Indies,Port of Spain
11-06-2011,SK Raina,3,FALSE,11,10,0,0,30,2,B,West Indies,North Sound
09-09-2011,PA Patel,3,FALSE,28,19,0,0,15.78947368,1,B,England,The Oval
29-11-2011,V Kohli,3,FALSE,13,6,0,0,50,2,B,West Indies,Cuttack
05-12-2011,R Vinay Kumar,3,FALSE,7,8,0,0,37.5,2,B,West Indies,Ahmedabad
14-02-2012,RA Jadeja,3,FALSE,14,10,0,0,30,2,B,Sri Lanka,Adelaide
19-02-2012,SR Tendulkar,3,FALSE,21,12,0,0,25,2,B,Australia,Brisbane
21-07-2012,G Gambhir,3,FALSE,12,6,0,0,50,1,B,Sri Lanka,Hambantota
28-07-2012,V Sehwag,3,FALSE,6,6,0,0,50,2,B,Sri Lanka,Colombo (RPS)
03-01-2013,R Ashwin,3,FALSE,15,22,0,0,13.63636364,2,B,Pakistan,Kolkata
11-01-2013,AB Dinda,3,FALSE,6,4,0,0,75,2,B,England,Rajkot
23-01-2013,Yuvraj Singh,3,FALSE,27,16,0,0,18.75,2,B,England,Mohali
19-01-2014,RG Sharma,3,FALSE,24,23,0,0,13.04347826,2,B,New Zealand,Napier
25-01-2014,AM Rahane,3,FALSE,22,14,0,0,21.42857143,2,B,New Zealand,Auckland
28-01-2014,AM Rahane,3,FALSE,22,8,0,0,37.5,1,B,New Zealand,Hamilton
17-06-2014,STR Binny,3,FALSE,29,8,0,0,37.5,1,B,Bangladesh,Dhaka
19-06-2014,AM Rahane,3,FALSE,25,18,0,0,16.66666667,1,B,Bangladesh,Dhaka
15-02-2015,RA Jadeja,3,FALSE,7,5,0,0,60,1,B,Pakistan,Adelaide
19-03-2015,V Kohli,3,FALSE,6,8,0,0,37.5,1,B,Bangladesh,Melbourne
21-06-2015,B Kumar,3,FALSE,13,10,0,0,30,1,B,Bangladesh,Dhaka
11-10-2015,SK Raina,3,FALSE,3,3,0,0,100,2,B,South Africa,Kanpur
14-10-2015,RG Sharma,3,FALSE,6,10,0,0,30,1,B,South Africa,Indore
02-07-2017,V Kohli,3,FALSE,NA,12,0,0,25,2,B,West Indies,North Sound
27-08-2017,V Kohli,3,FALSE,NA,11,0,0,27.27272727,2,B,Sri Lanka,Pallekele
21-09-2017,MK Pandey,3,FALSE,14,13,0,0,23.07692308,1,B,Australia,Kolkata
27-10-2018,YS Chahal,3,FALSE,NA,5,0,0,60,2,B,West Indies,Pune
27-10-2018,KK Ahmed,3,FALSE,NA,11,0,0,27.27272727,2,B,West Indies,Pune
12-01-2019,V Kohli,3,FALSE,10,8,0,0,37.5,2,B,Australia,Sydney
12-01-2019,Kuldeep Yadav,3,FALSE,14,6,0,0,50,2,B,Australia,Sydney
05-03-2019,Kuldeep Yadav,3,FALSE,NA,3,0,0,100,1,B,Australia,Nagpur
13-03-2019,Mohammed Shami,3,FALSE,NA,7,0,0,42.85714286,2,B,Australia,Delhi
09-12-1980,DR Doshi,2,TRUE,4,5,0,0,40,1,B,New Zealand,Perth
25-11-1981,RMH Binny,2,TRUE,NA,3,0,0,66.66666667,1,B,England,Ahmedabad
11-06-1983,N Kapil Dev,2,TRUE,NA,8,0,0,25,2,B,Zimbabwe,Leicester
27-01-1985,SM Gavaskar,2,TRUE,NA,4,0,0,50,2,B,England,Chandigarh
18-01-1986,L Sivaramakrishnan,2,TRUE,13,13,0,0,15.38461538,1,B,New Zealand,Perth
09-09-1986,Maninder Singh,2,TRUE,6,4,0,0,50,1,B,Australia,Srinagar
20-03-1987,K Srikkanth,2,TRUE,NA,13,0,0,15.38461538,1,B,Pakistan,Hyderabad (Deccan)
22-03-1987,Maninder Singh,2,TRUE,NA,12,0,0,16.66666667,1,B,Pakistan,Pune
05-04-1987,RJ Shastri,2,TRUE,9,10,0,0,20,2,B,Australia,Sharjah
10-04-1987,Maninder Singh,2,TRUE,NA,3,0,0,66.66666667,1,B,Pakistan,Sharjah
05-01-1988,AK Sharma,2,TRUE,NA,2,0,0,100,1,B,West Indies,Rajkot
12-12-1988,AK Sharma,2,TRUE,1,1,0,0,200,2,B,New Zealand,Cuttack
11-03-1989,C Sharma,2,TRUE,NA,5,0,0,40,1,B,West Indies,Port of Spain
15-10-1989,M Azharuddin,2,TRUE,NA,1,0,0,200,1,B,Pakistan,Sharjah
16-10-1989,KS More,2,TRUE,NA,9,0,0,22.22222222,1,B,West Indies,Sharjah
22-12-1989,Maninder Singh,2,TRUE,NA,3,0,0,66.66666667,2,B,Pakistan,Lahore
25-04-1990,M Prabhakar,2,TRUE,NA,4,0,0,50,1,B,Sri Lanka,Sharjah
25-04-1990,SK Sharma,2,TRUE,NA,4,0,0,50,1,B,Sri Lanka,Sharjah
28-12-1990,SP Mukherjee,2,TRUE,NA,2,0,0,100,2,B,Sri Lanka,Cuttack
19-10-1991,M Prabhakar,2,TRUE,NA,2,0,0,100,1,B,West Indies,Sharjah
06-12-1991,ST Banerjee,2,TRUE,6,4,0,0,50,1,B,West Indies,Perth
10-12-1991,J Srinath,2,TRUE,5,2,0,0,100,1,B,Australia,Hobart
04-03-1992,M Prabhakar,2,TRUE,2,1,0,0,200,1,B,Pakistan,Sydney
12-03-1992,KS More,2,TRUE,5,8,0,0,25,1,B,New Zealand,Dunedin
22-11-1993,SA Ankola,2,TRUE,NA,3,0,0,66.66666667,1,B,South Africa,Mohali
24-11-1993,SA Ankola,2,TRUE,NA,3,0,0,66.66666667,1,B,South Africa,Kolkata
09-09-1994,RK Chauhan,2,TRUE,6,3,0,0,66.66666667,1,B,Australia,Colombo (RPS)
12-02-1997,BKV Prasad,2,TRUE,6,2,0,0,100,1,B,South Africa,Durban
13-02-1997,BKV Prasad,2,TRUE,5,3,0,0,66.66666667,2,B,South Africa,Durban
20-08-1997,A Kuruvilla,2,TRUE,8,3,0,0,66.66666667,1,B,Sri Lanka,Colombo (RPS)
23-08-1997,BKV Prasad,2,TRUE,2,1,0,0,200,1,B,Sri Lanka,Colombo (SSC)
01-04-1998,NR Mongia,2,TRUE,3,2,0,0,100,1,B,Australia,Kochi
20-05-1998,RR Singh,2,TRUE,17,2,0,0,100,2,B,Kenya,Bengaluru
12-09-1998,NR Mongia,2,TRUE,4,6,0,0,33.33333333,2,B,Pakistan,Toronto
19-09-1998,BKV Prasad,2,TRUE,10,6,0,0,33.33333333,2,B,Pakistan,Toronto
29-05-1999,BKV Prasad,2,TRUE,1,3,0,0,66.66666667,1,B,England,Birmingham
01-10-1999,N Chopra,2,TRUE,1,2,0,0,100,1,B,Zimbabwe,Nairobi (Gym)
08-11-1999,A Jadeja,2,TRUE,10,4,0,0,50,1,B,New Zealand,Hyderabad (Deccan)
30-01-2000,SB Joshi,2,TRUE,4,3,0,0,66.66666667,1,B,Australia,Perth
12-03-2000,A Jadeja,2,TRUE,10,9,0,0,22.22222222,2,B,South Africa,Jamshedpur
17-03-2000,SS Karim,2,TRUE,6,2,0,0,100,2,B,South Africa,Vadodara
20-07-2001,A Nehra,2,TRUE,3,2,0,0,100,2,B,New Zealand,Colombo (RPS)
05-08-2001,A Nehra,2,TRUE,10,10,0,0,20,2,B,Sri Lanka,Colombo (RPS)
01-06-2002,T Yohannan,2,TRUE,7,6,0,0,33.33333333,1,B,West Indies,Port of Spain
25-09-2002,A Kumble,2,TRUE,5,2,0,0,100,1,B,South Africa,Colombo (RPS)
09-11-2002,A Nehra,2,TRUE,2,2,0,0,100,1,B,West Indies,Nagpur
14-01-2003,A Nehra,2,TRUE,7,6,0,0,33.33333333,1,B,New Zealand,Hamilton
21-04-2003,Yuvraj Singh,2,TRUE,NA,10,0,0,20,1,B,South Africa,Dhaka
18-01-2004,RS Gavaskar,2,TRUE,5,3,0,0,66.66666667,1,B,Australia,Brisbane
22-01-2004,RS Gavaskar,2,TRUE,3,2,0,0,100,1,B,Australia,Sydney
05-09-2004,A Nehra,2,TRUE,4,2,0,0,100,1,B,England,Lord's
02-04-2005,Z Khan,2,TRUE,5,3,0,0,66.66666667,1,B,Pakistan,Kochi
30-07-2005,A Nehra,2,TRUE,3,2,0,0,100,1,B,Sri Lanka,Dambulla
07-08-2005,SC Ganguly,2,TRUE,20,12,0,0,16.66666667,1,B,West Indies,Colombo (RPS)
28-10-2005,R Dravid,2,TRUE,10,5,0,0,40,2,B,Sri Lanka,Mohali
16-02-2006,MS Dhoni,2,TRUE,23,5,0,0,40,2,B,Pakistan,Multan
28-03-2006,RP Singh,2,TRUE,5,3,0,0,66.66666667,1,B,England,Delhi
06-04-2006,RR Powar,2,TRUE,17,10,0,0,20,2,B,England,Kochi
20-05-2006,MM Patel,2,TRUE,7,5,0,0,40,2,B,West Indies,Kingston
28-05-2006,S Sreesanth,2,TRUE,NA,2,0,0,100,2,B,West Indies,Port of Spain
18-08-2006,SR Tendulkar,2,TRUE,16,3,0,0,66.66666667,1,B,Sri Lanka,Colombo (SSC)
20-09-2006,MM Patel,2,TRUE,2,2,0,0,100,1,B,West Indies,Kuala Lumpur
26-11-2006,Z Khan,2,TRUE,16,11,0,0,18.18181818,2,B,South Africa,Cape Town
26-06-2007,PP Chawla,2,TRUE,5,2,0,0,100,1,B,South Africa,Belfast
02-09-2007,KD Karthik,2,TRUE,7,3,0,0,66.66666667,1,B,England,Leeds
17-02-2008,I Sharma,2,TRUE,21,10,0,0,20,2,B,Australia,Adelaide
20-08-2008,Z Khan,2,TRUE,9,10,0,0,20,2,B,Sri Lanka,Dambulla
24-08-2008,P Kumar,2,TRUE,11,3,0,0,66.66666667,1,B,Sri Lanka,Colombo (RPS)
14-09-2009,V Kohli,2,TRUE,6,2,0,0,100,1,B,Sri Lanka,Colombo (RPS)
25-10-2009,A Nehra,2,TRUE,4,2,0,0,100,2,B,Australia,Vadodara
05-11-2009,MM Patel,2,TRUE,9,3,0,0,66.66666667,2,B,Australia,Hyderabad (Deccan)
13-01-2010,A Nehra,2,TRUE,18,3,0,0,66.66666667,1,B,Sri Lanka,Dhaka
22-08-2010,PP Ojha,2,TRUE,NA,10,0,0,20,1,B,Sri Lanka,Dambulla
03-09-2011,P Kumar,2,TRUE,7,2,0,0,100,1,B,England,Chester-le-Street
04-08-2012,R Ashwin,2,TRUE,5,5,0,0,40,1,B,Sri Lanka,Pallekele
11-07-2013,I Sharma,2,TRUE,17,7,0,0,28.57142857,2,B,Sri Lanka,Port of Spain
27-11-2013,RA Jadeja,2,TRUE,16,11,0,0,18.18181818,2,B,West Indies,Kanpur
25-01-2014,VR Aaron,2,TRUE,14,3,0,0,66.66666667,2,B,New Zealand,Auckland
26-02-2014,KD Karthik,2,TRUE,7,2,0,0,100,2,B,Bangladesh,Fatullah
18-01-2015,Mohammed Shami,2,TRUE,5,3,0,0,66.66666667,1,B,Australia,Melbourne
21-06-2015,DS Kulkarni,2,TRUE,3,2,0,0,100,1,B,Bangladesh,Dhaka
10-07-2015,AR Patel,2,TRUE,5,3,0,0,66.66666667,1,B,Zimbabwe,Harare
02-07-2017,Kuldeep Yadav,2,TRUE,NA,6,0,0,33.33333333,2,B,West Indies,North Sound
28-09-2017,UT Yadav,2,TRUE,3,2,0,0,100,2,B,Australia,Bengaluru
13-02-2018,Kuldeep Yadav,2,TRUE,7,4,0,0,50,1,B,South Africa,Port Elizabeth
05-03-2019,Mohammed Shami,2,TRUE,NA,4,0,0,50,1,B,Australia,Nagpur
13-07-1974,S Madan Lal,2,FALSE,NA,10,0,0,20,1,B,England,Leeds
14-06-1975,GR Viswanath,2,FALSE,49,9,0,0,22.22222222,1,B,New Zealand,Manchester
22-02-1976,ED Solkar,2,FALSE,NA,5,0,0,40,2,B,New Zealand,Auckland
01-10-1978,CPS Chauhan,2,FALSE,NA,11,0,0,18.18181818,1,B,Pakistan,Quetta
13-10-1978,BS Bedi,2,FALSE,NA,10,0,0,20,1,B,Pakistan,Sialkot
21-12-1980,GR Viswanath,2,FALSE,12,12,0,0,16.66666667,1,B,New Zealand,Brisbane
08-01-1981,CPS Chauhan,2,FALSE,12,16,0,0,12.5,1,B,Australia,Sydney
08-01-1981,DR Doshi,2,FALSE,1,4,0,0,50,1,B,Australia,Sydney
18-01-1981,KD Ghavri,2,FALSE,8,7,0,0,28.57142857,2,B,New Zealand,Brisbane
15-02-1981,SMH Kirmani,2,FALSE,NA,7,0,0,28.57142857,2,B,New Zealand,Hamilton
04-06-1982,GAHM Parkar,2,FALSE,NA,14,0,0,14.28571429,2,B,England,The Oval
04-06-1982,Yashpal Sharma,2,FALSE,NA,21,0,0,9.523809524,2,B,England,The Oval
09-03-1983,Yashpal Sharma,2,FALSE,NA,6,0,0,33.33333333,2,B,West Indies,Port of Spain
13-06-1983,M Amarnath,2,FALSE,NA,17,0,0,11.76470588,2,B,Australia,Nottingham
15-06-1983,K Srikkanth,2,FALSE,NA,9,0,0,22.22222222,2,B,West Indies,The Oval
25-06-1983,SM Gavaskar,2,FALSE,14,12,0,0,16.66666667,1,B,West Indies,Lord's
25-06-1983,RMH Binny,2,FALSE,9,8,0,0,25,1,B,West Indies,Lord's
10-09-1983,Yashpal Sharma,2,FALSE,NA,15,0,0,13.33333333,2,B,Pakistan,Hyderabad (Deccan)
17-12-1983,DB Vengsarkar,2,FALSE,NA,6,0,0,33.33333333,1,B,West Indies,Guwahati
01-10-1984,RJ Shastri,2,FALSE,5,7,0,0,28.57142857,1,B,Australia,Thiruvananthapuram
05-12-1984,SM Patil,2,FALSE,NA,4,0,0,50,1,B,England,Pune
27-12-1984,RMH Binny,2,FALSE,NA,3,0,0,66.66666667,1,B,England,Cuttack
20-02-1985,RJ Shastri,2,FALSE,2,5,0,0,40,2,B,Pakistan,Melbourne
26-02-1985,RMH Binny,2,FALSE,2,3,0,0,66.66666667,1,B,England,Sydney
22-03-1985,SM Gavaskar,2,FALSE,NA,9,0,0,22.22222222,1,B,Pakistan,Sharjah
29-03-1985,RMH Binny,2,FALSE,3,5,0,0,40,2,B,Australia,Sharjah
25-08-1985,M Amarnath,2,FALSE,NA,3,0,0,66.66666667,2,B,Sri Lanka,Colombo (SSC)
18-01-1986,KS More,2,FALSE,22,18,0,0,11.11111111,1,B,New Zealand,Perth
25-01-1986,RJ Shastri,2,FALSE,8,8,0,0,25,2,B,New Zealand,Adelaide
26-01-1986,M Azharuddin,2,FALSE,23,13,0,0,15.38461538,2,B,Australia,Adelaide
02-02-1986,N Kapil Dev,2,FALSE,2,4,0,0,50,1,B,New Zealand,Launceston
05-02-1986,KS More,2,FALSE,9,5,0,0,40,2,B,Australia,Sydney
13-04-1986,CS Pandit,2,FALSE,NA,5,0,0,40,2,B,Sri Lanka,Sharjah
07-10-1986,RJ Shastri,2,FALSE,5,2,0,0,100,1,B,Australia,Rajkot
30-11-1986,DB Vengsarkar,2,FALSE,NA,18,0,0,11.11111111,2,B,West Indies,Sharjah
24-12-1986,SM Gavaskar,2,FALSE,NA,8,0,0,25,2,B,Sri Lanka,Kanpur
11-01-1987,R Lamba,2,FALSE,NA,2,0,0,100,2,B,Sri Lanka,Guwahati
27-01-1987,K Srikkanth,2,FALSE,NA,14,0,0,14.28571429,1,B,Pakistan,Indore
22-03-1987,DB Vengsarkar,2,FALSE,NA,22,0,0,9.090909091,1,B,Pakistan,Pune
05-04-1987,N Kapil Dev,2,FALSE,5,4,0,0,50,2,B,Australia,Sharjah
10-04-1987,S Viswanath,2,FALSE,NA,6,0,0,33.33333333,1,B,Pakistan,Sharjah
14-10-1987,SM Gavaskar,2,FALSE,19,14,0,0,14.28571429,1,B,New Zealand,Bengaluru
08-12-1987,C Sharma,2,FALSE,NA,20,0,0,10,2,B,West Indies,Nagpur
19-01-1988,M Azharuddin,2,FALSE,NA,8,0,0,25,1,B,West Indies,Faridabad
22-01-1988,ND Hirwani,2,FALSE,NA,16,0,0,12.5,2,B,West Indies,Gwalior
25-01-1988,SK Sharma,2,FALSE,NA,2,0,0,100,1,B,West Indies,Thiruvananthapuram
19-10-1988,KS More,2,FALSE,NA,4,0,0,50,2,B,Pakistan,Sharjah
31-10-1988,N Kapil Dev,2,FALSE,NA,12,0,0,16.66666667,2,B,Pakistan,Dhaka
31-10-1988,AK Sharma,2,FALSE,NA,4,0,0,50,2,B,Pakistan,Dhaka
10-12-1988,CS Pandit,2,FALSE,NA,13,0,0,15.38461538,2,B,New Zealand,Visakhapatnam
21-03-1989,Arshad Ayub,2,FALSE,NA,3,0,0,66.66666667,2,B,West Indies,Georgetown
16-10-1989,AK Sharma,2,FALSE,NA,5,0,0,40,1,B,West Indies,Sharjah
28-10-1989,KS More,2,FALSE,NA,3,0,0,66.66666667,2,B,Pakistan,Kolkata
18-12-1989,NS Sidhu,2,FALSE,NA,6,0,0,33.33333333,2,B,Pakistan,Gujranwala
18-12-1989,KS More,2,FALSE,NA,6,0,0,33.33333333,2,B,Pakistan,Gujranwala
01-03-1990,DB Vengsarkar,2,FALSE,10,5,0,0,40,2,B,New Zealand,Dunedin
03-03-1990,WV Raman,2,FALSE,9,6,0,0,33.33333333,2,B,Australia,Christchurch
06-03-1990,KS More,2,FALSE,8,6,0,0,33.33333333,1,B,New Zealand,Wellington
25-04-1990,KS More,2,FALSE,NA,5,0,0,40,1,B,Sri Lanka,Sharjah
